ident,type,name,latitude_deg,longitude_deg,iso_country,iso_region
KZ15,closed,Adams Field Heliport,34.7315,-92.2391,US,US-AR
KZZV,medium_airport,Zanesville Municipal Airport,39.94440079,-81.89209747,US,US-OH
L80,closed,Roy Williams Airport,34.154202,-116.251999,US,US-CA
LA04,closed,Cane-Air Airport,30.0502,-91.066803,US,US-LA
LA10,closed,Metro Ambulance Service Heliport,32.507401,-92.111198,US,US-LA
LA85,closed,Odeco Cocodrie Heliport,29.249399,-90.662003,US,US-LA
LA88,closed,Hensgens Strip,30.344601,-92.343201,US,US-LA
LA94,closed,Corkern Airport,30.722401,-90.065399,US,US-LA
LL20,closed,Smith Restricted Landing Area,39.313099,-90.277802,US,US-IL
LL47,closed,Heritage Manor South Heliport,40.006699,-90.430298,US,US-IL
LL48,closed,Wilcoxon Airport,39.949201,-89.742502,US,US-IL
LL56,closed,Schott Airport,40.883163,-88.589631,US,US-IL
LRO,closed,Sharpe AAF,37.83791667,-121.2728056,US,US-CA
LS09,closed,Sylvester's Airport,30.695801,-92.317596,US,US-LA
LS11,closed,Liddieville Airport,32.1535,-91.843696,US,US-LA
LS15,closed,Diamond Shamrock Heliport,29.891899,-91.680397,US,US-LA
LS20,closed,Riverview Medical Center Heliport,30.2041,-90.931998,US,US-LA
LS21,closed,Southland Strip Ultralightport,29.6705,-90.770597,US,US-LA
LS26,closed,Caillou Island Heliport,29.120001,-90.493797,US,US-LA
LS29,closed,South 40 Heliport,30.123501,-93.251801,US,US-LA
LTH,closed,Lathrop Wells Airport / Jackass Aeropark,36.6342,-116.4135,US,US-NV
M47,closed,Fife Lake Seaplane Base,44.567501,-85.3442,US,US-MI
MA17,closed,Avco/Lowell Heliport,42.615398,-71.3209,US,US-MA
MA19,closed,Berlin Lndg Area,42.367595,-71.641701,US,US-MA
MA24,closed,Museum of Science Heliport,42.367595,-71.071702,US,US-MA
MA59,closed,Veracka Heliport,42.045104,-71.009202,US,US-MA
MA66,closed,Wolomolopoag STOLport,42.100701,-71.207802,US,US-MA
MA73,closed,Oxbow Corporation Heliport,42.218201,-71.297302,US,US-MA
MD07,closed,Sacred Heart Hospital Heliport,39.655417,-78.795524,US,US-MD
MD16,closed,Waredaca Farm Airport,39.23070145,-77.08329773,US,US-MD
MD17,closed,Tinsley Airstrip,39.516803,-76.733002,US,US-MD
MD18,closed,Horn Point Airport,38.589601,-76.138497,US,US-MD
MD24,closed,Haysfield Airport,39.238201,-76.946602,US,US-MD
MD26,closed,Beltsville Shop Heliport,39.050097,-76.890503,US,US-MD
MD94,closed,Farmington Airport,39.676498,-76.036903,US,US-MD
MD98,closed,Fort Ritchie Heliport,39.700102,-77.499702,US,US-MD
ME44,closed,Cummings Airport,44.289002,-70.446198,US,US-ME
ME50,closed,Cross Lake Seaplane Base,47.133901,-68.334503,US,US-ME
ME94,closed,Clark Field,44.216702,-69.291199,US,US-ME
MGI,closed,Matagorda Island Air Force Base,28.323,-96.464,US,US-TX
MI02,closed,Brablec Farms Airport,41.987,-83.804701,US,US-MI
MI06,closed,Lee Field,42.9231,-84.283301,US,US-MI
MI12,closed,State Police HQ Heliport,42.7267,-84.490303,US,US-MI
MI16,closed,Independence Green Heliport,42.470001,-83.419404,US,US-MI
MI21,closed,A.C. Miller Airport,41.737499,-84.564903,US,US-MI
MI30,closed,Kidder Field Heliport,42.9361,-85.621101,US,US-MI
MI33,closed,Adair Airstrip,42.792301,-82.639397,US,US-MI
MI39,closed,Laszlo Airport,42.075003,-83.608299,US,US-MI
MI51,closed,Loars Field,41.996895,-84.188599,US,US-MI
MI73,closed,North Cedar Airport,43.2584,-85.545898,US,US-MI
MI94,closed,Fontecchio Airport,45.784697,-88.0681989,US,US-MI
MN03,closed,Bolduc Seaplane Base,47.597698,-93.410797,US,US-MN
MN23,closed,Dupre's Airport,45.3158,-92.885803,US,US-MN
MN29,closed,Buffalo Lake Seaplane Base,45.162201,-93.910797,US,US-MN
MN37,closed,Shelton's Private Airport,46.944901,-92.357101,US,US-MN
MN46,closed,Lucht Field,44.604098,-93.091904,US,US-MN
MN53,closed,Stanley Field,45.582199,-96.5765,US,US-MN
MN60,closed,Itzen Air Strip,45.763302,-96.215599,US,US-MN
MN61,closed,Ward Airport,43.760201,-93.178001,US,US-MN
MN64,closed,H Reder Field,43.695802,-95.172501,US,US-MN
MN68,closed,Pangerl Airport,45.700802,-93.371597,US,US-MN
MN71,closed,Ziermann Airport,44.875,-93.891899,US,US-MN
MN72,closed,Peil's Vermillion Wings Seaplane Base,47.885502,-92.405197,US,US-MN
MN78,closed,Turtle Lake Seaplane Base,47.6166,-94.866897,US,US-MN
MN82,closed,Fairview Red Wing Hospital Heliport,44.5602,-92.546303,US,US-MN
MN84,closed,Bachand Airport,47.813903,-95.891998,US,US-MN
MN93,closed,Chandler Field,46.105499,-94.516998,US,US-MN
MN96,closed,Rohwer Airport,43.5983,-95.817002,US,US-MN
MN97,closed,Thens Private Airstrip,45.590195,-94.204399,US,US-MN
MO13,closed,Blue Hollow Airpark,37.7976,-92.829201,US,US-MO
MO15,closed,Beckner Field,37.387501,-92.957397,US,US-MO
MO18,closed,Clevenger Airport,38.947201,-94.2491,US,US-MO
MO25,closed,Show Me The Sky Airport,40.137503,-94.925598,US,US-MO
MO42,closed,Wileys Air Strip,40.376403,-92.072403,US,US-MO
MO95,closed,Hawkins Airport,39.4417,-93.662201,US,US-MO
MS04,closed,Hopper Field,33.622501,-88.286102,US,US-MS
MS68,closed,Lamb's Field,34.3265,-88.572502,US,US-MS
MT07,closed,Langhus Airstrip,46.041598,-110.158997,US,US-MT
MT11,closed,Etchart Field,48.3167,-106.834,US,US-MT
MT12,closed,Smith Field,45.938499,-112.564003,US,US-MT
MT13,closed,White Sulphur Springs Ranger Station Heliport,46.5513,-110.913001,US,US-MT
MT16,closed,Buffalo Trail Ranch Strip,47.013802,-113.282997,US,US-MT
MT17,closed,Wurtz Airport,48.904999,-114.382004,US,US-MT
MT21,closed,Flying Arrow Ranch Airport,45.9016,-112.549004,US,US-MT
MT22,closed,Tezak's-Colterville-Spur Airport,45.399899,-112.167,US,US-MT
MT59,closed,Gardner Airport,45.2672,-104.857002,US,US-MT
MT61,closed,Red Mountain Heliport,46.516602,-112.200996,US,US-MT
MT62,closed,Ted Luark Private STOLport,47.0666,-114.484,US,US-MT
MT63,closed,Lee Metcalf National Wildlife Refuge Airport,46.5555,-114.072998,US,US-MT
MT66,closed,Livingston Memorial Hospital Heliport,45.649093,-110.568579,US,US-MT
MT68,closed,Wood Strip,46.6208,-111.938003,US,US-MT
MT73,closed,Camas Airport,46.850805,-113.538,US,US-MT
MT82,closed,Baxter Strip,46.3083,-109.872002,US,US-MT
MT96,closed,Wilhelm Airstrip,46.7402,-112.035004,US,US-MT
MT98,closed,Big Beaver Creek Ranch Airport,47.698002,-115.551003,US,US-MT
MU03,closed,Leo's Angus Ranch Airport,38.480001,-94.197403,US,US-MO
MU22,closed,Ky-3 Heliport,37.183101,-93.303201,US,US-MO
MU28,closed,Fabick Heliport,38.540298,-90.441803,US,US-MO
MU31,closed,Fostaire Heliport,38.625,-90.183403,US,US-MO
MU56,closed,Brown Field,36.708801,-90.268204,US,US-MO
MY03,closed,Braun's Airport,44.281601,-94.640503,US,US-MN
MY13,closed,Swan Field,46.869301,-92.4571,US,US-MN
MY30,closed,Compressor Station 2207 Heliport,47.2402,-96.525596,US,US-MN
MY36,closed,Fudpucker International Seaplane Base,44.908298,-93.583603,US,US-MN
MY85,closed,Advance Machine Company Heliport,45.001908,-93.469675,US,US-MN
N00,closed,Maben Airport,42.272308,-74.394037,US,US-NY
N04,closed,Griswold Airport,41.27119827,-72.54969788,US,US-CT
N75,closed,Twin Pine Airport,40.3083992,-74.75789642,US,US-NJ
NC18,closed,Brickhouse Field,34.414101,-77.949699,US,US-NC
NC78,closed,Turbeville Airport,34.210201,-78.955299,US,US-NC
NC84,closed,West Wind Heliport,35.534801,-82.9532,US,US-NC
ND10,closed,Flying-N-Ranch Airport,46.548901,-96.786498,US,US-ND
ND23,closed,Wright Field,48.188099,-103.620003,US,US-ND
ND34,closed,Moen Airport,48.275002,-103.349998,US,US-ND
ND36,closed,Don's Airport,48.638,-97.484802,US,US-ND
NE45,closed,Stewart Field,40.694401,-96.577795,US,US-NE
NE51,closed,Kohles Airport,40.657203,-96.757797,US,US-NE
NE52,closed,Easton Field,40.077801,-97.614998,US,US-NE
NE64,closed,Luetkenhaus Airport,41.105301,-96.4095,US,US-NE
NE83,closed,Moab Heliport,41.120603,-97.431395,US,US-NE
NE89,closed,Herberts Farm Airport,42.543303,-97.968699,US,US-NE
NH25,closed,Flying H Skyport Airport,43.686699,-71.2892,US,US-NH
NH34,closed,Wharf Heliport,43.084,-70.761398,US,US-NH
NH48,closed,Springfield Point Heliport,43.557898,-71.191704,US,US-NH
NH71,closed,Loons Nest Seaplane Base,43.638214,-71.323212,US,US-NH
NJ02,closed,Alloway Airfield,39.541803,-75.304397,US,US-NJ
NJ49,closed,Bradford Field,40.5007,-74.956001,US,US-NJ
NK22,closed,One Ten Heliport,40.7421,-73.421303,US,US-NY
NK44,closed,Bethlehem Energy Center Heliport,42.594861,-73.76625,US,US-NY
NK52,closed,Connelly Field,42.085098,-76.921303,US,US-NY
NK59,closed,Copake Lake Seaplane Base,42.143101,-73.591202,US,US-NY
NK60,closed,Bostrup's Landing Seaplane Base,43.484798,-74.351799,US,US-NY
NK63,closed,Mercy Hospital Heliport,42.841702,-78.799797,US,US-NY
NM04,closed,Keller Field,36.677799,-108.084,US,US-NM
NM05,closed,Williams Airport,36.7447,-108.150002,US,US-NM
NM13,closed,Burris E Station Airport,32.247299,-107.192002,US,US-NM
NM14,closed,Burris 'E' Ranch Airport,32.311199,-107.294997,US,US-NM
NM15,closed,Clavel Ranch Airport,36.046101,-103.887001,US,US-NM
NM40,closed,Gorby Ranch Airport,32.963402,-105.999,US,US-NM
NM59,closed,Price's Dairy Airport,35.324799,-106.667,US,US-NM
NM82,closed,KRQE Heliport,35.0667,-106.651001,US,US-NM
NRC,closed,NASA Crows Landing Airport,37.40800095,-121.1090012,US,US-CA
NV24,closed,Fort Ruby Ranch Airstrip,40.057999,-115.505997,US,US-NV
NV26,closed,Voc Tech Airport,36.079102,-115.069,US,US-NV
NV49,closed,Hacienda Hotel Heliport,36.091599,-115.174004,US,US-NV
NV52,closed,City Hall Complex Heliport,36.172199,-115.140999,US,US-NV
NV77,closed,Empire Farms Airport,40.435699,-119.461998,US,US-NV
NV99,closed,Maverick Heliport,35.934399,-115.181998,US,US-NV
NXF,closed,MCOLF Camp Pendleton (Red Beach) Airport,33.285643,-117.456476,US,US-CA
NY03,closed,Skytop Airport,41.874428,-74.978528,US,US-NY
NY04,closed,East Arcade Airport,42.585602,-78.3491968,US,US-NY
NY09,closed,Middle Hope Airport,41.561199,-74.016296,US,US-NY
NY14,closed,Wyde Heliport,41.666502,-74.736297,US,US-NY
NY32,closed,Fort Hill Airport,42.902002,-77.547798,US,US-NY
NY33,closed,Westerlo Airport,42.522301,-74.028702,US,US-NY
NY53,closed,Tri County Airways Airport,42.738998,-75.300201,US,US-NY
NY58,closed,Snow Field,42.956699,-74.081497,US,US-NY
NY71,closed,O'Riley Airport,42.975602,-74.729897,US,US-NY
NY78,closed,Downsville Airport,42.058399,-75.0204,US,US-NY
NY85,closed,Hickory Hollow Airport,43.2495,-75.313797,US,US-NY
O07,closed,Westheimer Air Park,29.69514,-95.79607,US,US-TX
O34,closed,Molly's Landing Heliport,36.207298,-95.725802,US,US-OK
O62,closed,Carmel Valley,36.48148434,-121.7291164,US,US-CA
OBK,closed,Sky Harbor Airport,42.14388889,-87.85555556,US,US-IL
OH02,closed,Eickmeier Airport,41.294498,-83.954697,US,US-OH
OH11,closed,Arnold Airport,39.1106,-82.092202,US,US-OH
OH14,closed,Brown's Lakeside Landings Airport,40.279202,-82.9168,US,US-OH
OH16,closed,Middletown Hospital Heliport,39.510201,-84.375801,US,US-OH
OH17,closed,August Acres Airport,40.162601,-82.781798,US,US-OH
OH20,closed,Spring Valley Farm Airport,40.9198,-81.701202,US,US-OH
OH24,closed,Brookfield Airpark,41.2248,-80.579003,US,US-OH
OH32,closed,Stone Airport,41.006402,-83.427399,US,US-OH
OH33,closed,Humphries Rotordrome Airport,39.056702,-84.204101,US,US-OH
OH37,closed,Glade STOLport,39.011701,-82.788496,US,US-OH
OH39,closed,Pine Lake Airport,40.234798,-82.919294,US,US-OH
OH41,closed,Cutler Field,40.1931,-83.111902,US,US-OH
OH55,closed,St Elizabeth Medical Center Heliport,39.750099,-84.199899,US,US-OH
OH56,closed,Good Samaritan Hospital Heliport,39.7878,-84.234398,US,US-OH
OH81,closed,Graham's Landing Airport,41.225602,-81.941498,US,US-OH
OH86,closed,Deeds Field,39.648395,-82.539902,US,US-OH
OH87,closed,Providence Hospital Heliport,41.437,-82.712402,US,US-OH
OH94,closed,Knore Airport,38.837601,-82.834901,US,US-OH
OH98,closed,Lyttle Airport,40.0495,-82.788201,US,US-OH
OI12,closed,Fly-A-Way Farm Airport,40.250301,-82.994301,US,US-OH
OI90,closed,Sheriff's Heliport,40.614201,-83.108498,US,US-OH
OI92,closed,Conklin Airport,41.391701,-83.7033,US,US-OH
OI99,closed,Mulholland Airport,40.573399,-84.489998,US,US-OH
OK03,closed,Downtown Airpark,35.449183,-97.532989,US,US-OK
OK10,closed,Entropy Airport,34.581902,-97.409697,US,US-OK
OK36,closed,W C Ranch STOLport,35.1197,-95.703903,US,US-OK
OK48,closed,Grass Roots Airport,36.875,-97.096199,US,US-OK
OK50,closed,Traynor Ranch Airport,36.3325,-97.893097,US,US-OK
OK61,closed,Major Heliport,36.1034,-96.003602,US,US-OK
OK64,closed,Weedpatch International Airport,36.813901,-97.986504,US,US-OK
OK69,closed,Monarch Field,36.525101,-95.466904,US,US-OK
OK81,closed,Homer Ranch Airport,34.658401,-95.071097,US,US-OK
OK87,closed,Renavair Field,34.654999,-97.214699,US,US-OK
OK88,closed,Silverwood Ultralightport,36.0101,-95.843597,US,US-OK
OK89,closed,Stuart Ranch Airport,34.155602,-96.1558,US,US-OK
OK91,closed,Stidham-Private Airport,34.983398,-97.933701,US,US-OK
OK98,closed,King Airport,35.300097,-98.483704,US,US-OK
OK99,closed,Unity Health Center Heliport,35.362864,-96.93665,US,US-OK
OL12,closed,Northwest Edmond Airport,35.7076,-97.540604,US,US-OK
OL92,closed,Hi-Way Airport,36.783401,-95.950302,US,US-OK
OR01,closed,Douglas Community Hospital Heliport,43.21542544,-123.3573675,US,US-OR
OR29,closed,Gopher Gulch Airport,44.111198,-121.334,US,US-OR
OR31,closed,Newberg Community Hospital Heliport,45.304298,-122.963996,US,US-OR
OR32,closed,Simtag Farms Airport,45.752561,-119.944717,US,US-OR
OR67,closed,Mc Gill Airport,45.337299,-122.398003,US,US-OR
OR80,closed,Teufel's Farm Strip,45.50960159,-122.9710007,US,US-OR
OR92,closed,Billiebob Ultralightport,42.391499,-123.436996,US,US-OR
P32,closed,Husky Haven Airport,41.788964,-75.889917,US,US-PA
PA07,closed,Bilinski Airport,42.0145,-80.1201,US,US-PA
PA34,closed,T N Ward Heliport,40.016803,-75.241303,US,US-PA
PA38,closed,Beaver Run Heliport,40.433399,-75.366303,US,US-PA
PA43,closed,Arnold Airport,40.266803,-75.883003,US,US-PA
PA66,closed,Cumberland Valley Airstrip,39.816799,-77.726097,US,US-PA
PA78,closed,Tintinhull Airport,40.500099,-75.0829,US,US-PA
PAAQ,medium_airport,"Warren ""Bud"" Woods Palmer Municipal Airport",61.594898,-149.08901,US,US-AK
PAAT,closed,Casco Cove Coast Guard Station,52.82839966,173.1799927,US,US-AK
PABA,medium_airport,Barter Island LRRS Airport,70.13400269,-143.5820007,US,US-AK
PABE,medium_airport,Bethel Airport,60.77980042,-161.8379974,US,US-AK
PABI,medium_airport,Allen Army Airfield,63.99449921,-145.7220001,US,US-AK
PABL,medium_airport,Buckland Airport,65.9815979,-161.1490021,US,US-AK
PABR,medium_airport,Wiley Post Will Rogers Memorial Airport,71.285402,-156.766008,US,US-AK
PABT,medium_airport,Bettles Airport,66.91390228,-151.529007,US,US-AK
PABV,medium_airport,Birchwood Airport,61.41650009,-149.5070038,US,US-AK
PACD,medium_airport,Cold Bay Airport,55.20610046,-162.7250061,US,US-AK
PACL,medium_airport,Clear Airport,64.301201,-149.119995,US,US-AK
PACM,medium_airport,Scammon Bay Airport,61.84529877,-165.5709991,US,US-AK
PACV,medium_airport,Merle K (Mudhole) Smith Airport,60.4917984,-145.4779968,US,US-AK
PACZ,medium_airport,Cape Romanzof LRRS Airport,61.78030014,-166.0390015,US,US-AK
PADE,medium_airport,Deering Airport,66.06960297,-162.7660065,US,US-AK
PADK,medium_airport,Adak Airport,51.87799835,-176.6459961,US,US-AK
PADL,medium_airport,Dillingham Airport,59.04470062,-158.5050049,US,US-AK
PADM,medium_airport,Marshall Don Hunter Sr Airport,61.86429977,-162.026001,US,US-AK
PADQ,medium_airport,Kodiak Airport,57.75,-152.4940033,US,US-AK
PADU,medium_airport,Unalaska Airport,53.90010071,-166.5440063,US,US-AK
PAED,medium_airport,Elmendorf Air Force Base,61.25099945,-149.8070068,US,US-AK
PAEH,medium_airport,Cape Newenham LRRS Airport,58.64640045,-162.0630035,US,US-AK
PAEI,medium_airport,Eielson Air Force Base,64.66570282,-147.102005,US,US-AK
PAEM,medium_airport,Emmonak Airport,62.78609848,-164.4909973,US,US-AK
PAEN,medium_airport,Kenai Municipal Airport,60.57310104,-151.2449951,US,US-AK
PAFA,large_airport,Fairbanks International Airport,64.81510162,-147.8560028,US,US-AK
PAFB,medium_airport,Ladd AAF Airfield,64.83750153,-147.6139984,US,US-AK
PAFE,medium_airport,Kake Airport,56.96139908,-133.9100037,US,US-AK
PAFM,medium_airport,Ambler Airport,67.1063,-157.856989,US,US-AK
PAGA,medium_airport,Edward G. Pitka Sr Airport,64.73619843,-156.9369965,US,US-AK
PAGK,medium_airport,Gulkana Airport,62.1548996,-145.4570007,US,US-AK
PAGM,medium_airport,Gambell Airport,63.76679993,-171.7330017,US,US-AK
PAGS,medium_airport,Gustavus Airport,58.4253006,-135.7070007,US,US-AK
PAHC,medium_airport,Holy Cross Airport,62.18830109,-159.7749939,US,US-AK
PAHL,medium_airport,Huslia Airport,65.69789886,-156.3509979,US,US-AK
PAHN,medium_airport,Haines Airport,59.24380112,-135.5240021,US,US-AK
PAHO,medium_airport,Homer Airport,59.64559937,-151.477005,US,US-AK
PAHP,medium_airport,Hooper Bay Airport,61.52389908,-166.1470032,US,US-AK
PAII,medium_airport,Egegik Airport,58.1855011,-157.375,US,US-AK
PAIK,medium_airport,Bob Baker Memorial Airport,66.97599792,-160.4369965,US,US-AK
PAIL,medium_airport,Iliamna Airport,59.75439835,-154.9109955,US,US-AK
PAIM,medium_airport,Indian Mountain LRRS Airport,65.99279785,-153.7039948,US,US-AK
PAJN,medium_airport,Juneau International Airport,58.35499954,-134.576004,US,US-AK
PAJV,closed,Jonesville Mine Airport,61.7314,-148.9279942,US,US-AK
PAKN,medium_airport,King Salmon Airport,58.67679977,-156.6490021,US,US-AK
PAKP,medium_airport,Anaktuvuk Pass Airport,68.13359833,-151.7429962,US,US-AK
PAKT,medium_airport,Ketchikan International Airport,55.35559845,-131.7140045,US,US-AK
PAKW,medium_airport,Klawock Airport,55.57920074,-133.076004,US,US-AK
PALU,medium_airport,Cape Lisburne LRRS Airport,68.87509918,-166.1100006,US,US-AK
PAMC,medium_airport,McGrath Airport,62.95289993,-155.6060028,US,US-AK
PAMR,medium_airport,Merrill Field,61.21350098,-149.8439941,US,US-AK
PAMY,medium_airport,Mekoryuk Airport,60.37139893,-166.2709961,US,US-AK
PANC,large_airport,Ted Stevens Anchorage International Airport,61.17440033,-149.9960022,US,US-AK
PANI,medium_airport,Aniak Airport,61.58160019,-159.5429993,US,US-AK
PANN,medium_airport,Nenana Municipal Airport,64.54730225,-149.0740051,US,US-AK
PANT,medium_airport,Annette Island Airport,55.04240036,-131.5720062,US,US-AK
PANV,medium_airport,Anvik Airport,62.646702,-160.190994,US,US-AK
PAOM,medium_airport,Nome Airport,64.5121994,-165.4450073,US,US-AK
PAOR,medium_airport,Northway Airport,62.9612999,-141.9290009,US,US-AK
PAOT,medium_airport,Ralph Wien Memorial Airport,66.88469696,-162.598999,US,US-AK
PAPB,medium_airport,St George Airport,56.57830048,-169.6620026,US,US-AK
PAPC,medium_airport,Port Clarence Coast Guard Station,65.25370026,-166.8589935,US,US-AK
PAPG,medium_airport,Petersburg James A Johnson Airport,56.80170059,-132.9450073,US,US-AK
PAPH,medium_airport,Port Heiden Airport,56.95909882,-158.6329956,US,US-AK
PAPM,medium_airport,Platinum Airport,59.01139832,-161.8200073,US,US-AK
PAQT,medium_airport,Nuiqsut Airport,70.20999908,-151.0059967,US,US-AK
PARC,medium_airport,Arctic Village Airport,68.1147,-145.578995,US,US-AK
PARY,medium_airport,Ruby Airport,64.72720337,-155.4700012,US,US-AK
PASA,medium_airport,Savoonga Airport,63.68640137,-170.4929962,US,US-AK
PASC,medium_airport,Deadhorse Airport,70.19470215,-148.4649963,US,US-AK
PASD,medium_airport,Sand Point Airport,55.31499863,-160.522995,US,US-AK
PASH,medium_airport,Shishmaref Airport,66.249604,-166.089112,US,US-AK
PASI,medium_airport,Sitka Rocky Gutierrez Airport,57.04710007,-135.3619995,US,US-AK
PASK,medium_airport,Selawik Airport,66.60009766,-159.9859924,US,US-AK
PASM,medium_airport,St Mary's Airport,62.0605011,-163.302002,US,US-AK
PASN,medium_airport,St Paul Island Airport,57.16730118,-170.2200012,US,US-AK
PASV,medium_airport,Sparrevohn LRRS Airport,61.09740067,-155.5740051,US,US-AK
PASX,medium_airport,Soldotna Airport,60.47570038,-151.0339966,US,US-AK
PASY,medium_airport,Eareckson Air Station,52.71229935,174.1139984,US,US-AK
PATG,medium_airport,Togiak Airport,59.05279922,-160.3970032,US,US-AK
PATJ,closed,Tok Airport,63.303333,-143.001111,US,US-AK
PATK,medium_airport,Talkeetna Airport,62.32049942,-150.0939941,US,US-AK
PATL,medium_airport,Tatalina LRRS Airport,62.89440155,-155.977005,US,US-AK
PATQ,medium_airport,Atqasuk Edward Burnell Sr Memorial Airport,70.46730042,-157.4360046,US,US-AK
PAVD,medium_airport,Valdez Pioneer Field,61.13389969,-146.2480011,US,US-AK
PAVL,medium_airport,Kivalina Airport,67.73619843,-164.5630035,US,US-AK
PAWD,medium_airport,Seward Airport,60.12689972,-149.4190063,US,US-AK
PAWG,medium_airport,Wrangell Airport,56.48429871,-132.3699951,US,US-AK
PAWI,medium_airport,Wainwright Airport,70.63800049,-159.9949951,US,US-AK
PAWN,medium_airport,Noatak Airport,67.56610107,-162.9750061,US,US-AK
PAWS,medium_airport,Wasilla Airport,61.57170105,-149.5399933,US,US-AK
PAYA,medium_airport,Yakutat Airport,59.50329971,-139.6600037,US,US-AK
PCK,closed,Porcupine Creek Airport,67.23789978,-150.2859955,US,US-AK
PFYU,medium_airport,Fort Yukon Airport,66.57150269,-145.25,US,US-AK
PHBK,medium_airport,Barking Sands Airport,22.02280045,-159.7850037,US,US-HI
PHDH,medium_airport,Dillingham Airfield,21.5795002,-158.1970062,US,US-HI
PHHI,medium_airport,Wheeler Army Airfield,21.48349953,-158.0399933,US,US-HI
PHHN,medium_airport,Hana Airport,20.79560089,-156.0140076,US,US-HI
PHJH,medium_airport,Kapalua Airport,20.96290016,-156.6730042,US,US-HI
PHJR,medium_airport,Kalaeloa Airport,21.3074,-158.070009,US,US-HI
PHKO,medium_airport,Ellison Onizuka Kona International At Keahole Airport,19.738783,-156.045603,US,US-HI
PHKP,closed,Kaanapali Airport,20.945,-156.69,US,US-HI
PHLI,medium_airport,Lihue Airport,21.97599983,-159.3390045,US,US-HI
PHMK,medium_airport,Molokai Airport,21.1529007,-157.095993,US,US-HI
PHMU,medium_airport,Waimea Kohala Airport,20.00130081,-155.6679993,US,US-HI
PHNG,medium_airport,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,21.45050049,-157.7680054,US,US-HI
PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,US,US-HI
PHNY,medium_airport,Lanai Airport,20.78560066,-156.951004,US,US-HI
PHOG,medium_airport,Kahului Airport,20.8986,-156.429993,US,US-HI
PHSF,medium_airport,Bradshaw Army Airfield,19.76009941,-155.5540009,US,US-HI
PHTO,medium_airport,Hilo International Airport,19.72139931,-155.0480042,US,US-HI
PHUP,medium_airport,Upolu Airport,20.26530075,-155.8600006,US,US-HI
PM64,closed,Kure Airport,28.38920021,-178.2969971,US,US-HI
PN67,closed,St Francis Hospital Heliport,40.988098,-80.345596,US,US-PA
PPIZ,medium_airport,Point Lay LRRS Airport,69.73290253,-163.0050049,US,US-AK
PS00,closed,Tallman West Airport,40.4056,-76.94,US,US-PA
PS25,closed,Captain's Folly Airport,39.843399,-77.164703,US,US-PA
PS42,closed,Northwest Medical Center Oil City Campus Heliport,41.428398,-79.696702,US,US-PA
PS62,closed,Wind Drift Heliport,40.807898,-75.359299,US,US-PA
PS88,closed,Kikkatuck II Seaplane Base,40.650101,-79.691397,US,US-PA
REH,closed,Rehoboth Airport,38.72,-75.122,US,US-DE
RZH,closed,Quartz Hill Airport,34.65,-118.206,US,US-CA
S96,closed,Lake Pend Oreille Seaplane Base,48.216599,-116.361001,US,US-ID
SAG,closed,Sagwon Airport,69.3596,-148.7114,US,US-AK
SBT,closed,Tri-City Airport,34.0677,-117.2725,US,US-CA
SC08,closed,Bethel-Lake Wylie Airport,35.050097,-81.137299,US,US-SC
SC36,closed,Emery Airport,35.124699,-82.326402,US,US-SC
SC50,closed,Yonges Island Airport,32.697398,-80.225899,US,US-SC
SC57,closed,Creech Aviation Facility Airport,33.8843,-80.494796,US,US-SC
SC58,closed,Hartness Airport,34.847099,-82.251801,US,US-SC
SCR,closed,Scranton Municipal Airport.,41.4802,-75.772,US,US-PA
SD22,closed,Holy Infant Hospital Heliport,45.256402,-99.776198,US,US-SD
SD29,closed,Menno Airport,43.244401,-97.553101,US,US-SD
SD56,closed,Ralph Myers Airport,44.8666,-99.617104,US,US-SD
SD59,closed,Carr Airport,45.533171,-102.814968,US,US-SD
SD73,closed,Staben Strip,44.520802,-101.593002,US,US-SD
SD77,closed,Barber Strip,44.000301,-103.017997,US,US-SD
SD88,closed,Dunn Airport,45.389141,-102.00265,US,US-SD
SFR,closed,San Fernando Airport,34.289,-118.422,US,US-CA
SKJ,closed,Sitkinak Airport,56.5378,-154.1412,US,US-AK
SN14,closed,Schoolcraft Airport,38.416698,-95.516899,US,US-KS
SN17,closed,Shupe Airport,37.071999,-99.605103,US,US-KS
SN19,closed,Flying H Ranch Airport,37.625,-97.096199,US,US-KS
SN23,closed,Overmiller Airport,39.911999,-98.665604,US,US-KS
SN27,closed,Bovinair Airport,39.0625,-94.9447,US,US-KS
SN51,closed,Meitl Airport,39.589699,-100.428001,US,US-KS
SN56,closed,Mercy Hospital Heliport,37.805511,-94.711365,US,US-KS
SN77,closed,Johns Airport,37.400002,-101.766998,US,US-KS
SN86,closed,Arrow B Ranch Airport,38.704201,-101.420998,US,US-KS
SRF,closed,Hamilton Field,38.06,-122.51,US,US-CA
SRU,closed,Santa Cruz Sky Park,37.0503,-122.0315,US,US-CA
SSU,closed,Greenbrier Airport,37.775,-80.336,US,US-WV
TA10,closed,Flying W Heliport,32.521801,-97.134697,US,US-TX
TA22,closed,Reward Ranch Airport,33.7673,-96.121597,US,US-TX
TA36,closed,Lempa Airport,29.0058,-97.311697,US,US-TX
TA42,closed,Fly-N-Fish Lodge Airport,32.712898,-94.124901,US,US-TX
